Id,SalePrice
1461,115941.78278757415
1462,143672.80012440798
1463,194066.20604608802
1464,214615.83911747532
1465,160931.01993758525
1466,187556.61959568196
1467,190645.16366787237
1468,180890.02499935226
1469,174525.4205359717
1470,112782.0337089797
1471,193996.7659645434
1472,114934.05426731003
1473,115321.46858492027
1474,162657.18035038724
1475,117004.50874690185
1476,320799.97070154065
1477,216047.68637206056
1478,253094.96421779308
1479,264383.9544410413
1480,488674.83192650834
1481,282456.0095650916
1482,210924.97989201252
1483,184675.29822589515
1484,173310.5376674148
1485,175199.80668483608
1486,208369.9448129154
1487,274346.3281155423
1488,234102.52084409315
1489,172724.1232012666
1490,214623.4425630402
1491,196966.2026757035
1492,89982.84231984742
1493,225787.5435350873
1494,257801.7801714534
1495,239530.74506274186
1496,217409.2563568265
1497,170151.44573560925
1498,148493.63848202844
1499,147431.5664212037
1500,151726.17056861136
1501,177573.0787318277
1502,139735.53320449416
1503,230234.52513665232
1504,216771.94646601126
1505,212096.27510100836
1506,192383.8306524701
1507,266707.2190653749
1508,201312.49936779498
1509,144553.358875765
1510,129730.87673353731
1511,131499.75961430525
1512,163817.41034126544
1513,142726.1907749166
1514,165990.41861000189
1515,251548.01514550037
1516,148756.05249074294
1517,178928.45167272573
1518,132121.68778360236
1519,210952.45634113552
1520,118326.27131491479
1521,121844.71362153762
1522,161346.58079553547
1523,111561.69766639473
1524,115617.58866674415
1525,116584.10958189204
1526,109960.15210619211
1527,98734.59869744901
1528,143140.3947124771
1529,127350.21196934157
1530,206065.8983985529
1531,129320.71306300088
1532,110351.23584274668
1533,142876.74992879663
1534,125153.65825984417
1535,178541.7171086928
1536,114173.30937734462
1537,75862.02923655075
1538,151058.12774751915
1539,151219.7561177659
1540,106432.26322221766
1541,124297.94085373703
1542,144680.61729168514
1543,177735.44230628337
1544,92539.65802867863
1545,111129.10834542422
1546,119266.71250086708
1547,142918.0659481934
1548,129680.81600220257
1549,112564.19061004515
1550,118570.22249487902
1551,104747.45285343737
1552,142260.02248732588
1553,139607.41835342746
1554,122054.25470185703
1555,184795.08674108703
1556,83794.93148174272
1557,99277.11066365534
1558,87995.39018637448
1559,83820.92590057095
1560,115373.07615159346
1561,137923.98453310333
1562,130456.29606676844
1563,110063.70936106534
1564,165648.01101652157
1565,150412.95681623544
1566,228859.95134310174
1567,75203.87835396518
1568,211799.87027276182
1569,137315.14345331767
1570,133426.26504292022
1571,144947.13322189226
1572,141151.37376790625
1573,239660.322000292
1574,114949.78152828601
1575,192287.7600752583
1576,245432.41402890868
1577,184393.8434604765
1578,117492.33774354571
1579,135659.3415192998
1580,200365.9039581104
1581,163253.42362836853
1582,117724.15541856043
1583,284650.1576139378
1584,238496.7438401217
1585,142405.2025159021
1586,91054.14568797535
1587,104034.77867894065
1588,147539.82949899836
1589,102116.75371068223
1590,140466.85093886353
1591,104157.91688259624
1592,132902.77596351702
1593,102538.7471777352
1594,154810.8451503997
1595,102370.06671935241
1596,210576.14123191359
1597,166518.33473384945
1598,174896.6518152033
1599,158097.13645612376
1600,165356.83265716018
1601,80002.66413443554
1602,90691.88199935888
1603,88527.95404078849
1604,225811.41016572167
1605,221542.19405982172
1606,186111.80437755724
1607,185908.76177809792
1608,204832.3260531054
1609,182757.85029122196
1610,166959.45989800297
1611,147690.96146468938
1612,194183.0380416231
1613,202925.26303013536
1614,139521.78487106969
1615,125450.86497967219
1616,101559.48615291716
1617,118799.94202102754
1618,131589.0697027623
1619,146243.40763033714
1620,178296.92975112068
1621,139439.63824974003
1622,152255.83644369518
1623,256246.10426309775
1624,209735.87385174885
1625,104071.98701972097
1626,173026.8339520862
1627,199684.03294917822
1628,259581.01791202798
1629,176830.19338717617
1630,360286.38658900914
1631,186988.61302186942
1632,205804.91671263307
1633,171357.16803837157
1634,196245.44056446696
1635,177610.40636495646
1636,169897.69699461872
1637,199581.8177178883
1638,209243.90506573976
1639,210872.88953164467
1640,289758.2681940286
1641,189387.18515845656
1642,215712.50354788007
1643,216168.59215546356
1644,218000.48856843944
1645,231852.78463538835
1646,156223.8367495174
1647,147226.44372442985
1648,133250.29113579128
1649,140989.19788380302
1650,119373.27237185954
1651,136485.56175371897
1652,113583.42910554184
1653,119512.74869323522
1654,160727.87669865045
1655,136161.93432498863
1656,152805.33099507925
1657,162971.0311092571
1658,156556.28401409768
1659,124193.9148866682
1660,151712.6402618813
1661,449121.32211341854
1662,313752.76684099925
1663,297438.1405278309
1664,459165.54137024353
1665,263265.9203014911
1666,277021.3681813661
1667,315890.246866635
1668,265817.4828570874
1669,229595.5636800215
1670,267160.635465852
1671,262830.0749491321
1672,379417.46121398645
1673,289971.58575726993
1674,235764.36234963752
1675,212344.70220687243
1676,205153.29748727632
1677,215914.5384802759
1678,389216.0144444113
1679,323689.1877577388
1680,276998.00824382517
1681,229826.21446021445
1682,256605.53495926512
1683,210321.42694392227
1684,197376.45115118305
1685,192320.98272183182
1686,188273.84009279314
1687,170491.83864863735
1688,206945.58898218386
1689,206354.96914133584
1690,195207.33611721994
1691,181529.3523988354
1692,222835.15782571302
1693,160457.29986029095
1694,187309.04244961948
1695,169529.11012456994
1696,262504.4784728026
1697,180230.86478850333
1698,345413.30963100743
1699,297919.4152249155
1700,247264.8465567404
1701,251098.7049079909
1702,233006.88693855857
1703,246456.64225418077
1704,246679.565087293
1705,223482.80111480932
1706,407348.0492032383
1707,196316.2455190254
1708,202415.30384891832
1709,233786.25623078388
1710,215319.41511762334
1711,227898.65845161767
1712,271185.64951021975
1713,248677.40396338882
1714,203344.0555316348
1715,179293.76002104869
1716,181246.74677734353
1717,166238.59066251034
1718,156824.1603578571
1719,204820.84475367784
1720,205103.97553874846
1721,165343.5713073424
1722,159936.53574103242
1723,164774.2637854247
1724,203786.18132858365
1725,222708.97244392618
1726,180733.84895100325
1727,164537.0233515056
1728,164817.73396343886
1729,167127.344262043
1730,167576.61073292076
1731,109322.9736934017
1732,109677.83603156902
1733,108050.34413612397
1734,119823.50241591728
1735,139949.80790236755
1736,116018.50198136244
1737,324651.5519214764
1738,261165.72282372156
1739,334939.550395765
1740,248690.6604173094
1741,191508.18843653554
1742,166726.66572982405
1743,162665.26713830358
1744,286652.5145723665
1745,210297.2376190899
1746,180285.8983576755
1747,216883.37630639298
1748,245753.4612664566
1749,159956.2245452281
1750,128765.86884927888
1751,260986.07395325726
1752,117249.87200179794
1753,158336.69291109577
1754,197064.43637391643
1755,155551.53353103786
1756,130503.47036660196
1757,114919.15673819954
1758,136170.81735935766
1759,165517.62600168245
1760,163500.37209793512
1761,154075.7878605004
1762,193044.11084639013
1763,159705.181054391
1764,106338.41416794804
1765,171758.20285654312
1766,164011.67035599923
1767,240814.34530012336
1768,137369.37656511372
1769,167491.1053785985
1770,150683.4764946479
1771,122953.97843397694
1772,132113.9191599248
1773,144326.88588555547
1774,145993.70995590516
1775,125374.1131787729
1776,102533.19564734385
1777,96022.84125406238
1778,142214.04477635922
1779,107162.84535705604
1780,157810.857846913
1781,123319.75561000849
1782,97119.38920986648
1783,141503.07897326097
1784,106173.2156286123
1785,108199.46305554132
1786,180172.85041098052
1787,137552.07347192074
1788,77957.77645177749
1789,91090.41170802027
1790,73893.85780598792
1791,189311.52336961706
1792,156332.1911704204
1793,127025.75959000108
1794,157936.43470299366
1795,120080.96364773347
1796,116764.51480548894
1797,101598.53992606825
1798,119109.11281105256
1799,103235.91994431854
1800,107309.12282924059
1801,141806.87496207483
1802,144951.45186837303
1803,144904.8789918917
1804,136894.11710194589
1805,133415.45715048944
1806,139601.56685715044
1807,118907.15825871711
1808,109662.74637506601
1809,132579.89808946603
1810,128029.13762362757
1811,103627.41248169486
1812,101331.3970287568
1813,128043.24546506327
1814,92835.07562067505
1815,70964.11644690356
1816,99910.78485357945
1817,97411.86409108575
1818,130430.31754207386
1819,116617.69428821327
1820,71965.11387980155
1821,112921.50045426984
1822,129058.77138482293
1823,61449.99316249646
1824,121166.03860438861
1825,140828.40676423183
1826,91192.49746286566
1827,107079.89159990796
1828,139153.6871713844
1829,98259.52657190601
1830,131974.34501843608
1831,153393.72374348497
1832,95863.31512712898
1833,128099.45250624945
1834,117950.0621162315
1835,121907.3621038322
1836,119967.39353423001
1837,97289.18372692331
1838,120657.31430123484
1839,119642.94551841964
1840,155763.2854274107
1841,124976.8647765635
1842,81848.38756199018
1843,140273.7382615165
1844,121827.13896491891
1845,154446.0533812739
1846,130174.27665407876
1847,169501.0378698553
1848,67463.05518142541
1849,107472.63953706052
1850,112537.1589695074
1851,142530.93324074335
1852,129069.36459040386
1853,139544.9760500153
1854,153285.78971795924
1855,146494.0413338689
1856,234045.76601169456
1857,113771.69914580604
1858,130359.55578179545
1859,113639.49759345074
1860,141642.5778123983
1861,112959.40632701099
1862,277705.01126440516
1863,275631.07954607427
1864,275650.6022555895
1865,261698.933132366
1866,266133.41576868424
1867,218491.3162143404
1868,290891.73474128725
1869,204774.99115973272
1870,185919.53684837042
1871,224456.5556575284
1872,188452.87334780287
1873,219715.6198146483
1874,156293.91556212847
1875,181111.8161117009
1876,208138.0597214553
1877,191777.14502083886
1878,208921.06727869614
1879,121168.84443593309
1880,138942.9648547864
1881,208222.7679221884
1882,250667.98466882808
1883,183862.63524145275
1884,198971.3408626092
1885,213098.9800491805
1886,257808.9081093421
1887,203525.74463908744
1888,233826.56622018066
1889,182208.4432687577
1890,130828.38668961232
1891,143327.02363420432
1892,101548.28521778436
1893,124720.47168143102
1894,138953.48998911152
1895,151855.3929632074
1896,128740.0993484322
1897,117257.09642703435
1898,113960.18854609814
1899,135800.8608756205
1900,122863.1771754092
1901,151644.34854528806
1902,126913.96755776559
1903,189474.32737634704
1904,133410.81097692205
1905,173220.57831838162
1906,180327.263282902
1907,175882.1390471342
1908,139528.04627974337
1909,149688.002126791
1910,146143.00114607284
1911,206952.07383609563
1912,356126.4875265129
1913,150135.27943918278
1914,80644.73820307404
1915,233083.5076823874
1916,66977.88729134595
1917,235729.92409066358
1918,144787.75504725496
1919,184768.56541216487
1920,186824.56390626958
1921,318235.85730442056
1922,228011.60042884247
1923,257672.5010753372
1924,208842.37505807387
1925,222856.53590262367
1926,299927.789855303
1927,139147.73923450988
1928,169700.1583548122
1929,132313.92480061547
1930,134152.0745998593
1931,152394.63466452836
1932,144102.0427699558
1933,187173.14891430302
1934,194123.5835518948
1935,182219.0261283429
1936,183243.43652457834
1937,200086.74149733788
1938,182844.29403278773
1939,223079.71992904373
1940,163179.8207145267
1941,197796.42140987475
1942,178585.22576882245
1943,185166.73912846515
1944,292464.0002953233
1945,282211.42102180613
1946,145660.16859054804
1947,251938.17663281152
1948,165353.7854745809
1949,229249.8745910264
1950,179196.76330438035
1951,269685.3990262845
1952,218889.64701677114
1953,161437.01013888037
1954,208270.26881922822
1955,136052.33317102518
1956,322324.80233570636
1957,172720.44305674793
1958,287637.7991216345
1959,138929.19543488265
1960,121624.92107865792
1961,110753.15454610474
1962,114006.1685391384
1963,126375.5542185148
1964,129864.11644014914
1965,149533.43681711724
1966,137178.64086825904
1967,225390.44559888553
1968,380068.0985051639
1969,297571.12376235303
1970,356751.49926979514
1971,351384.22619450744
1972,302833.2988296534
1973,256108.60730065106
1974,274839.3495993765
1975,373528.26628322963
1976,247173.65997018316
1977,336218.60442179756
1978,342165.44559387444
1979,280895.6834327378
1980,210736.31572623306
1981,273684.2262916706
1982,208245.06739348214
1983,208512.28873049203
1984,182712.8748785056
1985,215157.36478721537
1986,227400.539736309
1987,191356.0385449145
1988,199577.1225290602
1989,207386.4604811093
1990,233111.4777965472
1991,230173.1531080638
1992,234834.6272301019
1993,181212.56924808084
1994,249478.33248095162
1995,195642.65565228323
1996,273835.74762845837
1997,266348.3534544406
1998,268206.9105837709
1999,281478.7908446759
2000,318202.725575552
2001,250712.25356298048
2002,232889.54546464546
2003,254597.95799648957
2004,241112.11055973783
2005,213484.8092960888
2006,193890.1686240429
2007,248394.19540649425
2008,188447.2099636835
2009,192622.96407884447
2010,199581.00056787228
2011,168227.62305518627
2012,172823.82273247116
2013,167672.73131775978
2014,181796.12425814883
2015,177497.4738152665
2016,185006.1275914498
2017,181037.40805618724
2018,121663.93942848375
2019,148739.50238796367
2020,109901.45000362543
2021,104532.03183273833
2022,197611.399811973
2023,148141.09059210945
2024,288916.0824399128
2025,347983.6283670491
2026,179229.5626661422
2027,154767.7891152798
2028,167869.6394157905
2029,169200.19245366086
2030,226788.6130066339
2031,197423.63767832625
2032,195915.6300337271
2033,215584.53057387858
2034,156756.01664836437
2035,214737.91253282398
2036,189327.37335189534
2037,190648.3683690446
2038,249198.17855247215
2039,176115.53113527052
2040,258619.58890091904
2041,266811.90147182957
2042,217728.4060205101
2043,159746.837115943
2044,184278.84554027364
2045,216140.08364279123
2046,150752.7524980912
2047,136862.8936439013
2048,136692.38093691829
2049,148438.83941911702
2050,151457.44553059145
2051,96166.25490561858
2052,115987.88910890876
2053,150136.68096991966
2054,96496.28587083124
2055,151326.40441076207
2056,158728.18205112923
2057,107686.31316645791
2058,230094.2305253675
2059,131454.32395838806
2060,178695.1223888409
2061,167380.44019783536
2062,112086.64239621915
2063,102663.65614075561
2064,123047.77954415054
2065,106368.90044310976
2066,170023.0530215585
2067,117404.94845140664
2068,146935.32091007318
2069,89504.87921671392
2070,112374.60366500067
2071,106007.70178916497
2072,115866.18621899004
2073,136020.23274419003
2074,177743.83412506853
2075,131888.43977155295
2076,122408.18277236252
2077,133016.0218004976
2078,115194.75797589394
2079,118391.10214399725
2080,116710.44175647233
2081,109803.20221904271
2082,148310.08151592882
2083,132871.28400963443
2084,109829.14133743035
2085,120622.31429825486
2086,145500.07997663753
2087,136854.53977075708
2088,102904.57823197228
2089,78297.52383373845
2090,126706.6594731418
2091,115029.36032167677
2092,150658.80074133672
2093,129286.46311657676
2094,114023.12705003777
2095,134696.43037030633
2096,83365.80888854116
2097,102776.5441677047
2098,129599.52927953341
2099,80232.7037521399
2100,91918.11908691816
2101,105077.30092865071
2102,121235.68842841567
2103,95571.92008381049
2104,137058.47982892397
2105,135153.47168527314
2106,71743.8210628003
2107,180640.3758572715
2108,119697.66400505613
2109,129229.82392750285
2110,131400.4238995329
2111,142354.96051312806
2112,132975.78705317123
2113,124946.26240014407
2114,114941.52138668598
2115,155868.88923079206
2116,122240.20744572177
2117,140627.75386642336
2118,106137.88122707493
2119,107896.48430776209
2120,123565.84907465822
2121,110613.23663717855
2122,111240.68654401747
2123,99575.11436269859
2124,144608.81212406518
2125,124614.28563550844
2126,114288.00830150396
2127,164359.16429779388
2128,120253.73963834663
2129,93118.29276634767
2130,129064.26047558505
2131,171097.8681449703
2132,116201.42645519525
2133,115562.90395774785
2134,112785.55685590961
2135,100399.94448553336
2136,80001.14800262713
2137,126137.80029086988
2138,126213.96908329114
2139,145504.79600169748
2140,146636.98114523396
2141,158006.69841000644
2142,124837.93577959514
2143,141417.6522426342
2144,98517.18371776487
2145,149376.1499954589
2146,163940.3626582845
2147,153281.69328455947
2148,125090.92736187561
2149,137271.8807460694
2150,221773.63094455135
2151,107508.21893247405
2152,190416.51307118844
2153,160764.620125527
2154,114359.58279752526
2155,155442.428409952
2156,289323.0556654406
2157,229705.92171178866
2158,230642.97577140594
2159,216523.338217396
2160,181948.66138858945
2161,241773.71070794165
2162,362808.43404659553
2163,295918.4404282994
2164,205467.55571063078
2165,184511.91278181341
2166,159302.47805231492
2167,196302.6536760566
2168,183731.8719393934
2169,177541.29301482675
2170,195133.17598326693
2171,152517.42911183796
2172,145864.3458397313
2173,180190.6370662189
2174,256952.1950296437
2175,243166.837964068
2176,249392.2273754768
2177,262645.7494239516
2178,209530.5288903525
2179,141601.39692417454
2180,210324.5051434018
2181,192751.93447256848
2182,223759.54923154617
2183,188592.05123962916
2184,126095.08832561379
2185,120884.87505788727
2186,159073.36287797245
2187,156201.99335643539
2188,169027.78189777336
2189,357301.3011737176
2190,87661.06241164322
2191,88128.0863373172
2192,97180.96668687137
2193,119131.36281501334
2194,121257.39332361294
2195,106258.75959099387
2196,109606.15576398878
2197,129346.73720496339
2198,156302.36770145074
2199,165506.85471716232
2200,113523.13797923406
2201,110006.66711046574
2202,168201.37067503293
2203,99380.05766107068
2204,162520.81836006188
2205,101503.2945993831
2206,120296.5298748306
2207,161013.9430843891
2208,253547.1235437048
2209,222543.96039483283
2210,139439.8669954054
2211,121206.4105188016
2212,125796.04170590876
2213,112519.2774048433
2214,145991.9309267127
2215,104727.53966726705
2216,154095.69021112754
2217,82002.76132293626
2218,88166.13163839803
2219,95896.70327445066
2220,87754.71144260318
2221,234872.42392039002
2222,228762.2578856096
2223,275680.2695470274
2224,218793.7557564252
2225,116080.5188520424
2226,221999.75366520043
2227,206209.4350107537
2228,218863.79702019872
2229,213088.02434666114
2230,163520.7758225597
2231,186359.83725460028
2232,223433.3737343428
2233,179626.0441010114
2234,219249.43690070492
2235,208954.75602053615
2236,254471.95157256429
2237,283830.1262139316
2238,167497.4200679312
2239,162079.5612966018
2240,159471.586806598
2241,128406.14249750813
2242,133939.07744176872
2243,162244.83764876734
2244,136260.2241336296
2245,126968.8084054054
2246,138423.92796416517
2247,163800.04363715532
2248,138400.7372266369
2249,134953.31715719728
2250,134772.497008899
2251,85275.02516326074
2252,198303.69412471677
2253,167480.14012643203
2254,185044.74627018752
2255,210331.06588113282
2256,165035.8667000156
2257,239738.66235607845
2258,159100.43078221774
2259,197642.09835684035
2260,160678.56826197472
2261,152402.53262278045
